id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
173983,2.35,12,3.75,0,0,1.65
173984,1.45,12,3.39,0,0,1.83
173985,1.47,12,3.41,0,0,1.68
173986,1.37,11,3.36,0,0,2.06
173987,2.48,12,3.2,0.1,0,3.47
173988,2.49,12,3.22,0.1,0,3.48
173989,2.53,12,3.22,0.1,0,3.36
173990,2.47,12,3.33,0,0,3.67
173991,3.2,18,4.16,0.1,0,4.06
173992,2.88,15,4.34,0,0,2
173993,1.88,15,4.41,0,0,2.38
173994,1.91,16,4.43,0,0,2.18
173995,1.78,15,4.36,0,0,2.67
173996,2.35,12,3.78,0,0,1.66
173997,2.34,12,3.54,0,0,1.63
173998,1.45,12,3.42,0,0,1.84
173999,1.47,12,3.43,0,0,1.68
174000,2.55,12,3.27,0.1,0,3.4
174001,2.48,13,3.37,0.1,0,3.72
174002,1.84,12,3.72,0.1,0,1.78
174003,1.93,11,3.79,0.1,0,1.71
174004,3.22,18,4.19,0.1,0,4.09
174005,3.25,18,4.46,0.1,0,4.01
174006,3.04,14,3.7,0.1,0,4.21
174007,2.89,15,4.57,0,0,2.03
174008,1.78,15,4.39,0,0,2.68
174009,1.73,12,3.64,0.1,0,1.88
174010,1.93,11,3.79,0.1,0,1.71
174011,1.84,12,3.72,0.1,0,1.78
174012,1.91,21,4.59,0.1,0,1.75
174013,2.49,22,5.84,0.1,0,1.99
174014,2.07,17,4.82,0.1,0,2.32
174015,2.16,20,5.36,0.1,0,2.6
174016,2.93,23,7.83,0,0,3.39
174017,2.81,24,8.92,0,0,3.57
174018,2.35,22,4.83,0,0,3.21
174019,3.2,22,6.39,0,0,3.07
174020,2.8,23,7.81,0,0,3.42
174021,2.77,24,8.76,0,0,3.38
174022,2.74,24,8.68,0,0,3.71
174023,3.02,20,5.95,0.2,0,2.85
174024,3.64,26,7.05,0,0,2.83
174025,2.93,23,7.82,0,0,3.39
174026,2.76,24,8.73,0,0,3.51
174027,3.05,21,6.04,0,0,2.97
174028,3.23,28,7.06,0,0,2.8
174029,3.05,22,6.86,0,0,2.49
174030,2.24,20,4.79,0.1,0,2.21
174031,2.71,22,6.37,0,0,2.56
174032,2.6,21,6.31,0,0,2.64
174033,2.68,22,6.2,0,0,2.79
174034,2.93,25,6.62,0,0,2.8
174035,2.74,20,6.45,0,0,2.49
174036,1.94,17,4.18,0.1,0,2.14
174037,1.79,15,3.87,0.1,0,2.11
174038,2.37,20,6.19,0,0,2.81
174039,2.5,20,5.95,0,0,2.79
174040,2.63,22,6.17,0,0,2.8
174041,1.63,24,4.05,0,0,0.98
174042,1.91,27,5.69,0,0,1.47
174043,1.81,25,5.37,0,0,1.39
174044,1.81,25,5.37,0.1,0,1.4
174045,2.85,23,5.98,0,0,1.77
174046,1.92,24,4.22,0,0,1.57
174047,2.81,22,7.98,0,0,2.42
174048,1.92,23,5.52,0,0,1.84
174049,1.96,25,4.3,0,0,1.6
174050,2.93,23,8.32,0.1,0,2.53
174051,1.93,23,5.55,0,0,1.88
174052,2.35,19,4.82,0,0,1.54
174053,2.87,23,5.9,0.1,0,1.89
174054,1.87,25,5.46,0.1,0,1.68
174055,1.61,23,4.04,0.1,0,1.09
174056,2.02,23,5.48,0.1,0,2.11
174057,2.04,23,5.53,0,0,2.09
174058,2.06,24,4.16,0,0,1.85
174059,2.43,19,4.82,0,0,1.63
174060,2.61,20,5.16,0,0,1.76
174061,2.84,22,5.62,0,0,1.89
174062,0.48,10,0.23,0,0,0
174063,0.56,13,0.27,0,3.3,4.63
174064,0.33,8,0.18,0,0.4,0.15
174065,0.45,9,0.41,0,0,0
174066,0.21,8,0.09,0,8.7,0
174067,0.83,17,0.38,0,11.6,0
174068,0.14,8,0.41,0,0.4,0.25
174069,0.14,7,0.44,0,0.6,0
174070,0.91,45,0.78,0,0,0
174071,0.4,12,0.24,0,0.7,0.02
174072,0.07,3,0.08,0,0,0
174073,0.45,9,0.5,0,0.5,0.15
174074,0.67,6,0.09,0,0.3,0
174075,2.2,56,1.54,0,0,0
174076,1.61,37,0.82,0,0,0
174077,1.73,68,1.24,0,0,0
174078,3.9,30,0.88,0,0.2,0.13
174079,2.44,13,0.2,0,0,0.03
174080,3,25,0.3,0,0,0.02
174081,2.63,85,1.92,0,0,0
174082,4.01,34,0.73,0.2,0,0.18
174083,3.09,56,1.16,0,0,0
174084,3.46,68,1.84,0.1,0,0.06
174085,6.43,65,1.17,0,0,1.71
174086,1.71,16,0.52,0.1,0,0.1
174087,2.98,14,0.49,0,0,0
174088,1.24,45,0.61,0,0,0.15
174089,2.92,47,1.17,0,1.3,0.19
174090,2.42,81,1.71,0,1.3,0.19
174091,0.75,52,1.16,0,0,0
174092,4.19,41,1.62,0,0,0
174093,2.53,33,0.97,0,0,0
174094,2.59,38,2.05,0,0,0
174095,1.06,25,0.69,0,0,0.02
174096,2.49,38,0.67,0,0,0.07
174097,1.64,51,1.11,0.9,0,0.04
174098,4.58,25,1.09,0,0,0
174099,0.76,11,0.26,0,0,0
174100,2.63,12,0.48,0,0,0
174101,0.53,25,0.51,0,0,0
174102,0.76,31,0.58,0,0,0
174103,0.56,15,0.44,0,0,0
174104,2.83,164,2.64,0,0,0
174105,0.63,31,0.5,0,0,2.68
174106,0.7,34,0.55,0,0.3,2.83
174107,2.74,24,0.85,0,0.2,0.21
174108,0,0,0,0,25,0
174110,0.27,10,0.12,0,0,0
174111,0.15,0,0,0,24.7,0
174112,0.2,5,0.04,0,24,0
174113,0,0,0,0,0,0.25
174114,4.6,5,0.08,0,0,0
174115,0.25,10,0.37,0,0,0.42
174116,0.3,0,0,1,0,1.25
174117,2.11,65,0.73,0,0.2,0
174118,0.32,18,0.43,0,0,0.38
174119,0.09,9,0.15,0,0,0
174120,0,1,0.01,0,0,0
174121,0,0,0,0,39.3,0
174122,1.19,83,1.46,0,0.2,0.35
174123,0.17,12,0.21,0,0,0.05
174124,1.8,0,0,0,0,0
174125,0.13,80,0.05,0,0.2,0
174126,4.41,327,0.35,0,0,0
174127,3.06,122,1.01,0,0,0
174128,0,0,0.01,0,0,0
174129,0,0,0.01,0,0,0
174130,0.04,4,0.01,0,0,0
174131,0.15,0,0,0,3.8,0
174132,0.04,1,0.03,0,28.1,0
174133,3.8,311,0.11,0,0,0
174134,0.05,3,0.01,0,0,0
174135,0,68,0.96,0,0.6,0.45
174136,0.04,3,0.02,0,32.9,0
174137,0.04,2,0.04,0,26.7,0
174138,4.6,244,0.51,0,0,0
174139,0.08,5,0.01,0,0,0
174140,0.07,1,0.02,0,39.5,0
174141,0.03,4,0.01,0,2.8,0.01
174142,0.15,3,0.04,0,0,0
174143,0.21,3,0.03,0,1342.3,0
174144,0,0,0,0,0,0
174145,0.03,5,0.01,0,0,0.02
174146,0.06,3,0.02,0,2.3,0
174147,0.08,1,0.03,0,24.4,0
174148,0.07,1,0.02,0,0.8,0
174149,0.05,2,0.03,0,27.1,0
174150,0.06,1,0.02,0,34.1,0
174151,0.09,3,0.01,0,29.6,0
174152,0.3,6,0.07,0,155.6,0
174153,0.09,2,0.02,0,43.8,0
174154,0,0,0,0,0,0
174155,0.01,1,0.01,0,0,0
174156,0.08,1,0.04,0,0,0
174157,0.4,10,0.08,0,0,0
174158,0,2,0,0,0,0
174159,0,53,6.82,0,27.3,0
174160,0.03,14,0.91,1.2,2.3,0.41
174161,0,3,0.32,0,12.7,0.25
174162,0,0,0,0,24.7,0
174163,0,0,0,0,25.2,0
174164,0.3,0,0,0,25.2,0
174165,0,0,0,0,24.7,0
174166,0,0,0,0,24.7,0
174167,0,0,0,0,24.7,0
174168,0,0,0,0,24.7,0
174169,0.15,7,0,0,24.4,0
174170,0.81,0,0,0,40.7,0
174171,0.02,3,0,0,0,0.6
174172,0.02,3,0,0,0,0.25
174173,0.3,1,0.01,0,25.1,0
174174,0.03,10,0.45,1.1,0.2,0.49
174175,0.31,7,0.01,0,28.5,0
174176,0.04,2,0.02,0,0,0
174177,0.02,3,0,0,0,0
174178,0,0,0,0,0,3.38
174179,0,1,0,0,0,0
174180,0,1,0,0,25,0
174181,22.5,500,18.75,12.5,75,6.43
174182,3.25,41,1.72,0,0,0.62
174183,4.63,69,2.44,1.7,0,0.88
174184,1.49,30,0.65,0,2,2
174185,1.59,38,1.9,0,1.6,1.47
174186,0.3,23,0.51,12.5,0.7,2.23
174187,1.43,27,0.86,0,0,1.9
174188,11.88,300,0.95,2.9,0,20
174189,0.49,41,0.58,1.2,1,1.05
174190,2.5,133,1.59,4,3.5,10
174191,0.16,20,0.31,0.5,0,1.98
174192,0.37,40,0.42,0.7,0,2.5
174193,0.5,20,1.62,23.3,1.8,3
174194,0.64,26,2.08,0,1.8,2.89
174195,0.84,25,0.42,0,0,0.96
174196,0.18,18,0.32,2.8,0,1.13
174197,0.23,22,0.39,3.5,0,1.31
174198,0.21,26,0.4,0.6,0,2.13
174199,1.4,54,0.5,0.8,0,1.6
174200,0.16,23,0.36,4.7,0,1.1
174201,0.2,28,0.43,5.8,0,1.27
174202,0.76,63,7.62,0,7.6,11.5
174203,0.39,43,0.33,0,0,0.57
174204,0.74,34,3.54,0,3,9
174205,0.5,36,3.81,0,3.3,3.33
174206,0.84,27,1.3,0,1.2,2
174207,0.83,33,1.76,0,0.9,2.15
174208,0.26,38,3.53,0,0,1.25
174209,0.29,43,4.05,0,0,1.43
174210,0.21,22,0.97,0.1,0,1.11
174211,1.22,40,5.67,0,2,3.5
174212,3.19,48,0.82,0,2,0.73
174213,3.8,56,0.95,0,1.8,0.69
174214,1.62,19,0.51,0,0,11.28
174215,6.02,30,1.73,0,5.3,3
174216,3.95,34,1.6,0,8,12
174217,6.72,37,2.67,0,13.6,24
174218,5.3,30,1.68,0,5,20
174219,5.11,22,16.62,0,8,16
174220,0.38,22,0.91,0,0,1.41
174221,0.82,59,1.06,0,2.3,1.32
174222,0.31,43,0.33,0,0,1.6
174223,0.68,33,1.53,0,4.7,1.3
174224,0.7,30,1,0,0,4.4
174225,0.84,34,0.92,0,0,4.4
174226,1.06,29,1.02,0,0,0.3
174227,1.39,31,0.9,0,0,2.2
174228,1.08,51,0.51,0,0,4.41
174229,0.62,42,1.04,0,0,6.22
174230,1.15,41,0.97,0,0,0.92
174231,0.64,32,0.99,0,0,1.83
174232,0.85,33,0.51,0,0,0.96
174233,1.44,41,0.68,0,0,9.62
174234,0.83,81,1,0,0,0.65
174235,0.41,33,0.58,0,0,4.15
174236,2.28,41,0.72,0,1.6,18
174237,0.59,86,0.6,0,0,3.68
174238,0.36,17,1.32,0,0,1.04
174239,0.77,26,1.28,0,16.4,11.54
174240,1.64,71,0.41,0,0,1.44
174241,0.68,29,0.62,0,0,1.62
174242,0.35,40,0.58,0,0,3.46
174243,1.24,38,0.47,0,0,0.14
174244,0.41,54,0.65,0,0,3.46
174245,0.46,65,0.28,0,1.7,2.54
174246,0.47,42,1.27,0,0,0.96
174247,0.12,38,1,0,0,2.35
174248,0.63,38,0.67,0,2.9,1.25
174249,9.54,60,3.36,0,8,36
174250,9.2,44,33.24,0,12.8,28.8
174251,1.13,18,0.32,0,0,0.47
174252,7.51,224,2.83,0,0,0
174253,2.39,43,0.95,0,0,0
174254,1.81,39,0.65,0,0,0
174255,6.19,188,2.6,0,0,0
174256,6.74,189,2.68,0,4.8,0
174257,1.4,48,0.84,0,1,0
174258,2.17,3,0.41,0,0,0
174259,7.57,267,3.35,0,0,0
174260,1.01,102,1.83,0,0,0
174261,1.52,176,3.28,0,0.8,0
174262,1.58,178,2.77,0,0,0
174263,3.91,188,2.12,0,0,0
174264,1.67,188,6.62,0,0,0
174265,1.9,160,2.79,0,0,0
174266,1.74,168,2.51,0,0,0
174267,2.1,370,5.1,0,0,0
174268,11.99,216,2.21,0,0,6
174269,3.72,36,1.46,0,0,0
174270,15.7,280,4.89,0,6,0
174271,5.14,86,1.15,0,1.7,0
174273,6.37,429,3.92,0,0,0
174274,5.82,369,3.58,0,0,0
174275,9.24,290,2.46,0,0,0
174276,14.5,39,4.03,0,0,0
174277,1.45,74,0.87,0,0,0
174278,2.38,40,0.43,0,0,0
174279,0.33,29,0.23,0,0,0
174280,1.98,52,1.56,0,0.2,0
174281,8.61,338,3.5,0,1.6,0
174282,2.64,98,1.08,0,0.4,0
174283,13.44,179,4.48,0,0,0
174284,7.39,59,3.6,0,1.7,0
174285,1.5,30,0.75,0,0.2,0
174286,1.33,32,0.61,0,0.1,0
174287,2.41,56,1.26,0,4.5,2.01
174288,4.86,166,2.81,0,0,0
174289,2.54,75,1.44,0,0,0
174290,2.04,35,1.07,0,0,0
174291,2.75,53,1.66,0,0.3,0
174292,0.82,29,0.52,0,0,0
174293,0.48,15,0.34,0,1.7,0.7
174294,2.16,179,2.67,0,0,0
174295,0.48,15,0.34,1,1.7,0.7
174296,1.7,38,0.74,0,0,0
174297,2,0,0,0,0,0
174298,1.44,35,0.58,0,0.8,0
174299,5.14,86,1.15,0,1.7,0
174300,3.9,145,3.14,0,2.2,0
174301,10.78,140,4.4,0,0,0
174302,14.5,39,4.03,0,0,0
174303,9.73,181,4.9,0,0.7,0
174304,4.87,95,1.99,0,0,0
174305,1.98,58,1.56,0,0.2,0
174306,2.64,98,1.08,0,0.4,0
174307,1.77,26,4.06,0,0,2.62
174308,2.05,26,5.27,0,0,2.61
174309,0.98,9,1.13,0,0,1.68
174310,1.29,13,1.74,0.1,0,2.35
174311,1.66,23,3.32,0,0,2.5
174312,1.98,24,4.4,0.1,0,2.59
174313,1.82,27,3.84,0,0,2.7
174314,2.12,26,4.94,0.1,0,2.64
174315,1.71,24,3.5,0,0,2.51
174316,2,22,4.13,0,0,2.53
174317,1.83,27,3.77,0,0,2.76
174318,2.2,25,4.85,0,0,2.58
174319,1.61,21,2.53,0,0,2.04
174321,1.39,18,2.71,0,0,2.09
174322,1.88,23,4,0.1,0,2.54
174324,2.03,26,5.72,0,0,2.97
174326,1.66,24,4.77,0.1,0,2.78
174327,2.67,27,7.52,0,0,2.91
174328,2.09,26,4.89,0,0,2.86
174330,1.74,25,4.15,0,0,2.67
174331,2.7,29,7.3,0,0,2.65
174332,1.72,24,5.62,0.1,0,2.73
174334,1.62,24,5.11,0,0,2.83
174335,2.6,26,8.06,0,0,2.94
174336,1.49,15,2.39,0,0,2.42
174337,2.1,19,3.49,0,0,2.81
174338,1.64,19,3.01,0,0,2.71
174339,2.35,22,4.3,0,0,2.95
174340,1.37,20,4.28,0,0,2.21
174341,2.24,23,7.09,0,0,1.36
174342,1.49,21,2.8,0,0,1.46
174343,2.1,20,3.58,0,0,2.6
174344,3.21,23,2.8,0,4,0
174345,4.22,24,3.68,0,5,6.31
174346,2.37,20,2.37,0,0,6.51
174347,3.2,29,0,0,0,0
174348,4.85,31,2.38,0,0,6.51
174349,7.1,30,2.27,0,0,8.3
174350,2.04,22,2,0,23,24.1
174351,2.13,14,1.11,0,14,12.2
174352,1.67,16,1.61,0,13,9.65
174353,1.07,18,1.82,0,15,21.3
174354,6.38,17,2.24,0,11,52.41
174355,12.4,20,3.8,0,12,78.9
174356,3.36,16,1.97,0,5,28.2
174357,3.04,24,4.25,0,8,36.9
174358,5.98,23,11.9,0,0.7,72.5
174359,6.4,14,1.8,0,31,3.93
174360,4.57,11,1.93,0,28,2.52
174361,5.23,12,1.16,0,39,3.83
174362,2.1,18,2.6,0,16,13.38
174363,2.38,24,5.2,0,6,17.33
174364,41.89,21,2.84,0,23,5.34
174365,38.67,21,3.94,0,26,5.29
174366,2.65,21,2.32,0,6,7.2
174367,2.63,16,2.99,0,7,6.3
174368,2.72,17,2.63,0,5,6.1
174369,2.09,18,4.51,0,6,5.3
174370,1.55,21,3.41,0.1,0,2.31
174371,2.14,22,7.69,0,0,2.28
174372,1.7,24,3.43,0,0,2.54
174373,2.02,24,4.53,0,0,2.6
174374,1.73,25,3.58,0,0,2.54
174375,1.84,25,3.6,0,0,2.48
174377,1.43,19,2.87,0,0,2.14
174380,1.58,22,3.52,0,0,2.47
174381,2.43,26,6.24,0,0,2.59
174382,2.12,27,5.01,0,0,2.88
174383,2.05,23,4.58,0,0,2.56
174384,1.54,16,2.58,0,0,2.5
174385,2.08,19,3.61,0,0,2.71
174386,1.49,15,3.37,0,0,2.53
174387,2.07,15,4.8,0,0,2.44
174388,1.43,13,2.19,0,0,2.22
174389,1.74,15,2.73,0,0,2.32
174390,1.36,15,2.91,0,0,3.14
174391,2.16,18,4.76,0,0,3.47
174392,0.53,18,2.33,0,0,0
174393,0.77,20,3.64,0,0,1.33
174394,0.75,19,3.47,0,0,1.33
174395,0.79,21,3.85,0,0,1.39
174396,0.83,22,4.19,0,0,1.48
174397,1.43,20,3.67,0,0,2.47
174398,1.93,22,4.68,0,0,2.87
174399,1.59,22,4.21,0,0,2.77
174400,2.05,24,5.14,0,0,3.01
174401,1.5,20,6.08,0,0,2.71
174402,1.91,22,7.93,0,0,3.2
174403,1.48,20,3.75,0,0,2.7
174404,2.03,23,4.43,0,0,3.03
174405,2.13,25,4.86,0,0,3.19
174406,1.5,20,2.95,0,0,2.57
174407,2.06,23,4.24,0,0,2.98
174408,1.75,23,3.5,0,0,3.01
174409,2.48,26,5.21,0,0,3.19
174410,1.81,23,3.32,0,0,2.81
174411,2.38,25,4.95,0,0,3.1
174412,1.94,25,3.58,0,0,3.01
174413,2.18,26,3.48,0,0,2.01
174414,1.55,28,1.94,0,0,0.89
174415,2.24,24,3,0,0,1.33
174416,1.75,36,2.2,0,0,1.23
174417,1.35,19,3.52,0,0,2.6
174418,2.42,23,6.64,0,0,3.25
174419,1.54,22,4.16,0,0,3.01
174420,2.71,25,7.78,0,0,3.56
174421,2.6,19,4.29,0,0,1.79
174422,3.08,22,5.14,0,0,2.28
174423,3.47,27,5.11,0,0,2.83
174424,4.86,26,8.64,0,0,2.38
174425,2.75,22,5.4,0,0,2.13
174426,3.34,24,6.56,0,0,2.57
174427,3.96,28,5.1,0,0,0.83
174428,4.08,28,5.64,0,0,1.5
174429,4.07,29,4.12,0,0,2.96
174430,4.25,33,3.99,0,0,3.62
174431,4.23,30,3.67,0,0,2.27
174432,1,0,0,0,0,0
174433,0.99,0,0,0,0,0
174434,0.72,6,0.87,0.3,0,0.45
174435,0.47,5,0.46,0.1,0,0.41
174436,1.21,15,1.33,0,0,9.54
174437,1.07,14,1.1,0,0,9.99
174438,1.52,24,2.89,0,0,2.06
174439,14.7,19,2.36,0.2,0,55.56
174440,1.21,18,4.21,0,0,1.53
174441,0.96,19,3.15,0,0,2.14
174442,6.6,16,1.81,0.1,0,50.37
174443,4.94,22,2.66,0.1,0,9.18
174444,3.29,20,1.65,0,0,8.4
174445,1.06,25,1.93,0.2,0,2.5
174446,0.54,14,0.98,0.1,0,1.83
174447,1.71,26,3.69,0,0,1.58
174448,1.4,24,3.26,0,0,1.89
174449,1.89,22,6.2,0.2,0,2.42
174450,1.18,21,3.29,0.1,0,2.52
174451,2.05,28,2.7,0,0,1.39
174452,1.55,26,2.1,0,0,1.12
174453,2.12,23,5.41,0,0,1.6
174454,1.46,22,3.45,0,0,1.43
174455,1.24,20,3.48,0,0,2.89
174456,1.4,23,2.24,0.1,0,1.05
174457,1.88,27,3.48,0.1,0,1.84
174458,1.47,22,4.59,0.1,0,2.65
174459,2.03,27,3.93,0,0,2.25
174460,1.93,25,3.66,0,0,2.09
174461,1.62,22,2.86,0.1,0,1.52
174462,1.44,21,2.61,0.1,0,1.42
174463,1.29,19,2.04,0.1,0,0.95
174464,1.05,18,3.16,0.1,0,1.98
174466,6.8,20,4.67,0,9,1.14
174477,4.56,30,3.19,0,0,9.37
174480,5.07,30,3.42,0,0,8.71
174482,3.43,23,4.33,0.1,0,5.74
174486,4.3,26,4.91,0,0,6.26
174488,2.79,25,4.85,0,0,6.25
174490,3.31,25,4.72,0,0,6.17
174491,12.88,27,4.01,0,2.7,21.13
174492,1.73,25,3.71,0.2,0,1.8
174494,1.98,28,3.56,0.2,0,1.6
174495,2.04,25,3.25,0.2,0,1.4
174496,0.9,16,0.86,0.2,0,0.5
174497,0.94,21,2.3,0.1,0,0.41
174498,1.21,23,1.64,0.3,0,0.43
174500,0.98,24,1.9,0.3,0,0.37
174501,0.65,12,0.63,0.1,0,0.27
174503,1.17,18,1.51,0.1,0,0.56
174504,0.76,20,2.11,0.1,0,0.3
174505,1.02,23,1.82,0.3,0,0.41
174506,0.82,18,1.74,0,0,0.61
174508,1.07,24,3.4,0.3,0,1.65
174510,1.08,25,3.15,0.4,0,1.64
174512,0.6,30,1.5,0.4,0,1.69
174514,0.59,27,1.33,0.1,0,0.3
174516,0.97,28,1.52,0.2,0,1.76
174519,0.55,30,1.49,0.3,0,0.79
174521,0.55,30,1.49,0.3,0,1.7
174522,0.7,7,0.8,0,0,0.05
174523,0.64,13,0.17,0,0.6,0
174524,0.42,15,0.18,0,1.9,0
174525,0.33,14,0.41,1.2,0.8,0.28
174526,0.5,14,0.4,1.2,0.7,0.26
174527,0.48,5,0.11,0,74.8,0
174528,1.16,12,0.16,0,4.5,0
174529,0.18,4,0.09,0,0.1,0.41
174530,0.72,13,0.32,0,5.7,0
174531,0.78,175,0.2,0,0.5,0.48
174532,0.94,7,0.82,0,0.1,0.19
174533,1.02,19,0.53,0,1.1,0.03
174534,0.77,14,0.4,0,0,0.01
174535,0.7,14,0.49,0,1,0.03
174536,0.07,1,0.07,0,0,0.02
174537,0.27,7,0.27,0,0.5,0.22
174538,0.66,25,0.4,0,0.8,0
174539,1.21,12,0.43,0.6,2.1,4.84
174540,0.1,7,0.31,0.7,0.1,0.28
174541,0.28,9,0.25,0,1,0.2
174542,0.22,12,0.47,0,0,0.55
174543,0.67,13,0.18,0,5,0
174544,0.79,15,0.16,0,0.2,0
174545,0,0,0,0,0,0
174546,0.3,13,0.34,0.6,6.3,0.28
174547,0.59,14,0.18,0,4.8,0
174548,0.34,7,0.18,0,0,0
174549,0.33,2,0.36,0,1.1,0.02
174550,0.3,2,0.26,0,0,0
174551,0.21,1,0.1,0,0,0.1
174552,0.49,10,0.54,0,0.8,0.17
174553,0.25,1,0.26,0,0.1,0.04
174554,0.64,4,0.36,0,1.6,1.58
174555,1.22,7,0.18,0,2,4.63
174556,0.55,11,0.27,0,0.4,0
174557,0.22,0,0.15,0,0.4,0
174558,0.34,4,0.57,0,0.4,0
174559,0.26,2,0.06,0,0.5,0.02
174560,0.41,2,4.27,0,1.3,0.91
174561,0.73,15,0.64,0,0.6,0
174562,0.39,2,0.24,0,0.1,0.06
174563,0.32,2,0.25,0,0,0.07
174564,0.44,3,0.19,0,0.6,0
174565,0.45,3,0.62,0,1,0.13
174566,0.05,1,0.01,0,0,0.01
174567,0.1,2,0.6,0,0.2,0.1
174568,0.05,4,0.05,0,0.1,0
174569,0.18,10,0.13,0,2,0.06
174570,2.05,20,3.2,0,0,2.04
174571,0.72,10,1.48,0.5,1,0.9
174572,0.63,21,1.33,0.1,5.7,0.09
174573,1.4,11,2.1,1,0,1.48
174574,1.07,20,3.23,0.8,0,1.96
174575,1.33,18,2.44,1.3,0,1.3
174576,1.33,34,1.68,0.8,7.8,0.54
174577,1.44,14,1.93,0,1,0.98
174578,1.2,16,2.45,1.4,0,0.98
174579,1.13,12,1.87,0.7,0,0.43
174580,1.8,21,2.31,0.4,0,0.28
174581,0.61,10,1.04,0.2,1,0.38
174582,1.36,20,2.67,0.9,0,1.15
174583,0.79,8,1.02,0.6,0,1.12
174584,0.59,11,1.31,1.1,0,0.66
174585,0.75,13,1.26,1.1,0,0.58
174586,1.25,19,2.4,1,0,0.9
174587,1.43,14,2.45,0,0,1.96
174588,0.94,16,2.7,0,0,1.34
174589,1.36,14,2.03,0.8,0,1.43
174590,1.24,21,2.04,0,0,0
174591,1.34,13,2.19,0.6,0,1.63
174592,1.4,16,2.54,0,0,1.19
174593,2.7,41,4.3,0,0,0
174594,1.4,18,2.2,0.6,38.5,0.61
174595,0.74,16,2.05,0,0,0.98
174596,8.85,12,2.3,0,3.5,13.46
174597,2.06,24,6.08,0,0.2,2.38
174598,1.55,31,3.08,0.8,0.7,1.76
174599,2.26,13,2.25,0.3,0,1.73
174600,1.34,20,2.51,0.4,0,1.28
174601,0.72,13,2.25,0,0,1.73
174602,1.86,17,3.23,0,0,1.9
174603,1.52,22,4.2,0,0,2.8
174604,9.6,25,2.13,0,30.4,0.43
174605,4.8,14,2.68,0,0,1.6
174606,9.6,25,2.13,0.2,30.4,0.43
174607,1.24,0,0,0,14.8,0
174608,0.32,17,0.65,0,0,0.24
174609,1.15,17,0.73,0,0,0.29
174610,1.2,14,2.22,0,11,1.08
174611,0.39,8,0.91,0,0.6,0.38
174613,2.2,20,2.1,0,10,0.22
174614,1.22,9,2.17,1,0,1.44
174615,1.22,15,1.08,0,0,1.57
174616,1.45,18,2.15,0.1,0,1.14
174617,1.17,19,3.06,0,2.3,1.3
174618,1.57,14,4.38,0.5,0,2.01
174619,30,27,12.5,3.3,20,5
174620,23.22,90,13.78,0,0.1,0
174621,19.52,43,5.99,0,36.4,0
174622,29.3,115,7.18,0,11.5,0
174623,29.5,114,7.14,0,12,0
174624,11.3,84,1.85,0,0.3,0.03
174625,10.7,92,1.94,0,0.8,0
174626,8.07,241,4.2,0,0,0
174627,0.97,30,0.53,0,0,0
174628,9,72,7.5,3.3,0,5
174629,4.42,27,0.41,0,0,0
174630,4.42,27,0.41,0,0,0
174631,30,5,12.5,3.3,20,5
174632,3.24,106,2.63,0,0.8,0
174633,1.87,57,1.04,0,0.3,0
174634,2.06,61,1.11,0,0.2,0
174635,13.88,606,11.23,0,0,0.23
174636,8.31,99,2.6,0,0.1,0
174637,7.91,89,2.01,0,0,0
174638,10.07,92,2.07,0,0.9,0
174639,4.03,206,3.87,0,2.4,0
174640,49.45,270,3.2,0,0,0
174641,3.3,147,4.1,0,0,0
174642,31.03,28,12.93,3.4,20.7,5.17
174643,7.92,46,7.3,3.8,27.6,6.67
174644,3.02,92,0.01,0,0,0.02
174645,27.27,24,11.21,3,18.2,4.55
174646,30,27,12.5,3.3,20,5
174647,6.21,28,5.96,3.4,0,5.17
174648,19.4,7,0.2,7.1,65,5.36
174649,27.93,16,7.43,8.6,20.7,7.24
174650,5.99,21,0.84,1.7,15.4,2
174651,5.19,2,0.07,0,0,0
174652,19.78,55,16.36,0,0.1,0
174653,3.5,85,2.9,1.9,0.1,2.9
174654,4.04,40,0.4,0,0.3,0
174655,32.02,46,1.35,0,0,0
174656,22,220,23,0,0,1.5
174657,19.6,54,15.42,0,0.1,0
174658,2.47,106,2.44,0,3.1,0.14
174659,28.69,91,13.47,0,0,0
174660,4.2,148,3.07,0,0,0
174661,12.13,103,2.3,0,0.1,0.03
174662,12.77,104,2.39,0,1.3,0
174663,15.5,36,1,3.4,0.2,5.2
174664,24,30,10,3.3,16,4
174665,2.03,68,0.55,0,1.2,0
174666,0.88,29,0.24,0,4.4,0
174667,0.25,7,0.09,0,2.1,0
174668,0.21,7,0.09,0,2.7,0
174669,0.3,5,0.08,0,1.9,0
174670,0.25,8,0.14,0,3.3,0
174671,0.29,5,0.07,0,2.5,0
174672,0.28,5,0.07,0,2.1,0
174673,0.08,9,0.07,0,31.2,0
174674,0.08,9,0.07,0,38.1,0
174675,0.12,8,0.07,0,37,0
174676,0.06,9,0.07,0,33.3,0
174677,0.08,9,0.07,0,33.3,0
174678,0.08,9,0.05,0,33.7,0
174679,0.36,10,0.06,0,26.9,0
174680,0.49,38,0.18,0,119.8,0
174681,0.14,11,0.05,0,33.7,0
174682,0.29,5,0.04,0,4,0
174683,0.36,7,0.07,0,3.2,0
174684,0.98,6,0.05,0,1,0
174685,0.94,6,0.05,0,1,0
174686,0.18,7,0.17,0,146.4,0
