id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
174687,0.23,29,0.13,0,13.7,0
174688,2.06,26,5.69,0.1,0,3.92
174689,2.04,25,5.64,0.1,0,3.57
174690,1.91,27,5.67,0.1,0,4.46
174691,2.27,26,5.28,0.1,0,2.9
174692,2.39,25,5.76,0.1,0,2.82
174693,2.9,28,7.44,0.1,0,3.65
174694,2.89,28,7.41,0.1,0,3.8
174695,2.39,25,5.78,0.1,0,2.38
174696,2.28,26,5.29,0.1,0,2.98
174697,2.27,26,5.28,0.1,0,3.17
174698,2.17,26,6.1,0.1,0,2.69
174699,2.64,24,7.8,0.1,0,3.21
174700,2.95,25,8.42,0.1,0,2.57
174701,2.77,28,7.21,0.1,0,3.25
174702,2.76,28,7.19,0.1,0,3.15
174703,3.56,27,11.04,0.1,0,3.41
174704,3.23,26,10.21,0.2,0,2.81
174705,3.19,24,9.88,0.1,0,2.71
174706,2.41,22,7.12,0.1,0,2.64
174707,2.4,22,7.09,0.1,0,2.67
174708,3.3,27,10.42,0.2,0,4.11
174709,3.29,27,10.39,0.2,0,3.77
174710,3.43,26,10.65,0.1,0,4.62
174711,2.66,24,7.87,0.1,0,2.82
174712,2.47,20,4.1,0.1,0,1.81
174713,2.51,21,4.31,0.1,0,2
174714,2.48,20,4.16,0.1,0,1.88
174715,2.7,19,6.38,0.2,0,1.65
174716,2.06,22,3.63,0.1,0,1.8
174717,1.84,14,5.76,0.2,0,1.34
174718,1.4,17,3.64,0.2,0,1.97
174719,2.38,23,4.99,0.4,0,1.4
174720,2.09,20,3.66,0.2,0,1.53
174721,1.89,24,3.95,0.1,0,1.25
174722,1.39,22,2.78,0.1,0,1.14
174723,4.38,22,1.51,0.2,0,10.81
174724,2.72,20,6.15,0.2,0,1.26
174725,2.04,21,3.86,0,0,1.51
174726,2.27,22,2.93,0.3,0,1.65
174727,3.83,15,1.53,0.2,0,27.66
174728,7.17,21,3.4,0.1,0,96
174729,8.44,19,3,0,0,84.5
174730,1.78,16,5.02,0.1,0,1.02
174731,1.82,20,3.95,0.2,0,1.17
174732,2.96,29,4.08,0.2,0,2.21
174733,1.96,24,3.41,0.3,0,0.94
174734,1.61,20,2.76,0.2,0,0.71
174735,1.89,18,4.46,0.2,0,2.24
174736,2.21,24,2.34,0.1,0,1.78
174737,2.52,17,4.2,0.3,0,3.95
174738,1.81,16,2.7,0.3,0,5.18
174739,1.29,11,3.61,0.3,0,0.94
174740,1.11,13,2.66,0.2,0,1.38
174741,2.57,18,4.73,0.2,0,1.1
174742,1.94,20,2.51,0.1,0,1.31
174743,1.88,24,3.92,0.1,0,1.24
174744,1.37,21,2.72,0.1,0,1.12
174745,2.36,18,6.73,0.3,0,1.38
174746,1.53,19,4.19,0.1,0,1.51
174747,3.09,17,4.33,0,0,1.77
174748,2.95,29,4.05,0.2,0,2.2
174749,2.3,22,3.46,0.1,0,2.15
174750,2.29,22,3.43,0.1,0,2.13
174751,1.72,21,2.92,0.3,0,0.84
174752,2.78,22,6.41,0,0,2.51
174753,2.82,24,6.4,0,0,2.79
174754,2.99,21,6.78,0,0,2.49
174755,3.17,28,6.97,0,0,2.8
174756,3.29,29,7.15,0,0,2.8
174757,2.04,17,4.74,0.1,0,2.23
174758,1.84,21,4.59,0,0,1.61
174759,2.4,23,5.8,0.1,0,1.94
174760,2.08,18,4.86,0.1,0,2.1
174761,1.63,23,4.13,0,0,1.2
174762,1.63,23,4.13,0,0,1.2
174763,1.63,23,4.14,0.1,0,1.19
174764,1.92,24,5.31,0.1,0,1.77
174765,1.86,23,5.68,0,0,1.77
174766,1.83,22,5.57,0,0,1.71
174767,2.89,23,8.43,0.1,0,2.33
174768,2.81,22,8.19,0,0,2.24
174769,0.66,15,1.71,0,0,0.72
174770,1.54,22,3.85,0,0,1.04
174771,1.77,22,4.9,0,0,1.64
174772,1.54,22,3.92,0,0,1.15
174773,1.68,24,5,0,0,1.3
174774,1.74,23,5.09,0,0,1.6
174775,1.71,24,5.09,0,0,1.34
174776,1.57,23,3.94,0,0,1.06
174777,1.54,22,3.83,0,0,0.91
174778,2.28,151,3.83,0,0,0
174779,0.56,9,0.19,0,260.8,0
174780,0,255,9.55,0,144.4,10.91
174781,14.67,255,9.55,0,144.3,10.91
174782,2.21,0,0,0,42.5,2.73
174783,2.12,65,0.53,0,0,0
174784,1.74,76,1.65,0,0,0
174785,1.85,94,2.16,0,0.1,0
174786,10.13,175,6.56,3.8,75,7.5
174787,14.2,329,9.72,3.1,68,6.4
174788,1.55,67,1.38,0,0.9,0
174789,1.41,61,1.34,0,0.9,0
174790,3.92,21,0.94,0,0,0
174791,1.64,86,1.15,0,12.1,0
174792,3.6,80,7.5,0,120,4.2
174793,1.62,321,1.4,0.2,0.4,0.16
174794,3.39,107,1.6,0,0,0
174795,6,69,1.42,0.1,0.9,0.08
174796,1.55,53,0.5,0,4.9,0
174797,2.7,97,2.86,0,0,0
174798,0.19,23,0.86,0,180,0.76
174799,6.62,147,4.41,0,88.2,1.32
174800,1.5,71,1.23,0,0.5,0.03
174801,1.44,102,1.77,0,0.3,0.25
174802,1.03,62,1.58,0,0,0.01
174803,1.89,91,2.64,0.1,0.6,0.51
174804,0.85,40,0.91,0,0.7,0
174805,1.43,62,1.51,0,27.3,0
174806,0.46,7,0.09,0,0.3,0
174807,0.26,2,0.09,0.2,6.5,0.03
174808,0.64,9,0.22,0.1,0,0.1
174809,0,0,0,0,0,2.5
174810,0.01,1,0.06,0,1.6,0
174811,0.11,1,0.07,0,2.7,0
174812,0.08,1,0.06,0,1.6,0
174813,6.43,22,2.29,0,0,0
174814,1.3,20,1.05,0.7,27.6,0.69
174815,0.04,0,0.04,0,0,0
174816,0,2,0.01,0,25,1.25
174817,0.12,0,0.07,0,0,0
174818,0.01,0,0,0,0,0
174819,0.02,0,0.02,0,0,0
174820,0.53,12,0.63,1,4.4,1.25
174821,0,0,0.63,0,25,2.5
174822,0,0,0,0,25,2.5
174823,1.9,42,1.58,1.1,12.7,0.63
174824,3.27,410,13.64,0,54.5,0
174825,0,0,0,0,0,0
174826,0,0,0,0,0,0
174827,0,11,0,0,0,0
174828,0.02,3,0,0,0,0
174829,0.15,0,0,0,24.5,0.24
174830,0.15,0,0,0,24.4,0.24
174831,0.03,6,0.02,0,9.9,0
174832,0.28,6,0.06,1,0,0
174837,0.27,10,0.12,0,0,0
174842,0.01,1,0.1,0,0,0
174846,0.18,1,0.05,0,0,0
174847,0,1,0.06,0,0,0
174850,0.02,0,0.01,0,0,0
174851,0.02,0,0.01,0,0,0
174852,0.02,0,0.09,0,0,0
174853,0.02,0,0.01,0,0,0
174854,0.06,1,0.1,0,0,0
174855,0,1,0,0,5.2,0
174856,0.04,2,0.02,0,27.1,0
174857,0.2,0,0,0,24,0
174858,0.19,247,0.1,0,39.9,0
174859,0.01,10,0.01,0,1.5,0
174860,0.17,165,0.03,0,40.6,0
174861,0.01,13,0.01,0,2.9,0
174862,0,2,0.01,0,3.1,0
174863,0.06,7,0.02,0,0.5,0.02
174864,16.36,218,13.64,9.1,54.5,0
174865,1.42,17,0.43,3.1,12,0.42
174866,2.28,70,0.8,0,1.5,0.42
174867,0.21,15,0.41,0,0.1,0.42
174868,0.04,2,0.02,0,57.3,0
174869,0.44,1,0,0,0.3,0
174870,0.08,12,0.35,0,0.9,0.33
174871,0.02,3,0.02,0,0,0
174872,2.26,272,1.69,0,0,0
174873,0.01,2,0.01,0,0,0
174874,1.74,20,5.35,0.2,0,2.11
174875,1.06,18,2.73,0.1,0,2.06
174876,1.41,20,3.87,0.1,0,2.18
174877,1.4,24,3.26,0,0,1.89
174878,1.62,26,2.15,0,0,1.87
174879,1.5,34,2.95,1.4,0,3.53
174880,1.39,38,3.29,0.6,0,2.72
174881,1.65,34,5.07,1,0,3.66
174882,0.73,19,0.83,5.5,0,1.35
174883,1.09,26,1.42,3.6,0,1.61
174884,0.87,23,1.77,3.5,0,1.56
174885,2.04,23,3.67,0,0,2.45
174886,2.02,19,4.28,0,0,1.51
174887,1.58,21,3.48,0,0,1.58
174888,2.52,24,2.42,0,0,2.67
174889,1.94,22,2.33,0,0,1.42
174890,2.63,22,2.98,0,0,1.5
174891,1.98,20,2.13,0,0,0
174892,1.08,9,1.41,0,0,0
174893,2,19,4.09,0,0,1.39
174894,1.47,18,3.03,0,0,1.25
174895,2.41,24,3.9,0,0,2.52
174896,2.09,21,2.72,0,0,1.56
174897,2.52,24,2.42,0,0,2.65
174898,2.37,26,3.56,0,0,1.55
174899,3.57,29,0.83,0,0,0
174900,4.5,24,1.3,0,0,0
174901,3.98,25,0.77,0,0.6,0.16
174902,2.77,25,0.6,0,0.3,0.39
174903,2.05,25,0.61,0,0.4,0.21
174904,2.13,15,0.39,0,0.1,0
174906,1.4,14,0.35,0,1.7,0.1
174907,2.1,63,0.5,0,0,0.01
174908,2.5,24,0.57,0,0.1,0.09
174909,1.85,17,0.67,0,0.1,0.23
174910,2.5,25,0.6,0,0.3,0.15
174911,3.87,31,1.05,0,0.2,0
174912,2.69,23,0.57,0,0.8,0.05
174913,3.45,26,0.79,0,0,0
174914,2.72,85,1.85,0,0.1,0
174915,2.62,26,0.84,0,0,0
174916,3.06,69,1.52,0,0,0
174917,4.15,65,1.82,0,0,0
174918,2.87,54,1.48,0,0,0
174919,2.3,24,0.83,0,0.2,0.1
174920,3.1,22,0.66,0,0.4,0.04
174921,2.91,43,1.35,0,0.1,0
174922,3.19,23,1.34,0,0.5,0.28
174923,3.61,80,1.31,0,0,0
174924,3.61,23,0.74,0,0,0
174925,3.33,26,0.68,0,0,0.02
174926,3.18,17,0.59,0,0,0.02
174927,2.97,19,0.64,0,0.2,0.08
174928,4.83,43,1.45,0,0,0.35
174929,4.28,32,0.88,0,0,0
174930,3.81,40,0.93,0,0,0.02
174931,0.95,11,0.23,0,0,0.02
174932,1.8,8,0.2,0,1.2,0.04
174933,1.1,19,0.28,0.3,13.6,0.21
174934,3.04,31,0.58,0,0.1,0
174935,2.92,41,0.78,0,0.1,0.5
174936,0.51,15,0.44,0,0.1,0.2
174937,2.43,17,0.65,0,0.8,0.02
174938,1.43,18,0.45,0.5,0.2,0.14
174939,2.07,16,0.27,0,0.5,0.01
174940,1.62,13,0.39,0,0.1,0.14
174941,2.54,16,0.48,0,0.2,0.07
174942,3.6,36,1.04,0,1.9,0.06
174943,1.36,8,0.6,0.1,0.1,0.19
174944,2.03,20,0.42,0.2,0,0
174945,1.07,6,0.25,0.4,0,0.15
174946,1.57,9,0.27,0,0,0.05
174947,2.08,10,0.27,0,0,0.1
174948,1.99,40,0.64,0,0.3,0
174949,1.84,53,0.97,0,0.3,0.16
174950,2.22,12,0.38,0.4,0,0.36
174951,2.48,32,0.55,0,0.1,0.08
174952,2.07,36,0.6,0,0,0
174953,2,24,0.5,0,0,0.08
174955,2.46,55,0.93,0,0.3,0.08
174956,6.4,49,0.55,0,0,0
174957,3.78,40,0.96,0,0,0
174958,2,16,0.2,0,0.1,0.1
174959,3.58,12,1.14,0.6,3.7,0.75
174960,2.22,48,0.8,0,0.1,0
174961,2.14,28,0.64,0,0,0.04
174963,2.3,34,0.65,0,0,0
174964,2.23,39,0.82,0,0.1,0.09
174965,2.6,49,1.06,0,0.1,0.23
174966,2.29,21,0.32,0,0.4,0.03
174967,2.98,14,0.49,0,0,0
174968,2.43,18,0.58,0,0,0.01
174969,2.55,51,1.03,0,0,0.01
174970,1.29,7,0.2,0,0,0
174971,2.24,13,0.43,0,0.1,0.19
174973,2.38,14,0.36,0,0,0.13
174974,2.79,12,0.36,0,0,0
174975,4.88,25,1.19,0,0,0.34
174976,2.72,56,1.04,0,0,0.28
174978,3.68,39,1.36,0,0,0
174979,4.5,56,1.5,0,0,0
174980,3.58,22,0.67,0,0.2,0.08
174981,2.72,36,1.1,0,0,0.18
174982,4.03,18,0.49,0,0,0
174983,2.39,36,0.62,0,0.1,0.1
174984,2.77,55,1.13,0,0,0.01
174985,2.64,72,1.64,0,0,0
174986,2.02,12,0.73,1.4,0,0.39
174987,2.03,16,0.75,0,0.2,0.16
174988,1.1,13,1.03,0,0.5,0.2
174989,2.15,24,0.94,0,0.2,0.32
174990,2.53,17,0.5,0,0,0.06
174991,4,30,0.98,0,1.3,0.1
174992,1.06,17,0.44,0,0.1,0.24
174993,2.27,34,0.57,0,0.1,0.1
174994,4,24,1.05,0,1.8,0.04
174995,4.65,28,1.4,0,1.7,0.05
174996,3.02,41,1.39,0,0,0
174997,4.5,23,0.97,0,1.3,0
174998,1.67,17,0.67,0,0.3,0.31
174999,3.04,24,0.66,0,0.2,0.19
175000,3.6,26,0.67,0,0,0
175001,4.43,31,0.75,0,0,0
175002,2.81,32,0.54,0,0,0.09
175003,1.94,21,0.64,0,0.1,0.16
175004,1.47,14,0.39,0,0,0.03
175005,2.61,23,0.61,0,0.3,0.16
175006,1.56,20,0.39,0,0.2,0.2
175007,3.05,31,0.84,0,0,0
175008,1.3,22,0.75,0,0.6,0.34
175009,1.8,16,0.56,0,0.3,0.22
175010,3.11,46,1.04,0,0.5,0.29
175011,0.45,7,0.16,0,3.2,0.01
175012,1.12,7,0.19,0,1.7,0
175013,0.46,12,0.33,0,0.5,0.21
175014,1.49,19,0.44,0.1,0,0.12
175015,1.08,32,0.6,0,0.5,0.21
175016,0.8,20,0.47,0.2,0,0.12
175017,0.4,17,0.38,0,0.6,0.21
175018,1,6,0.28,0,3.3,0.12
175019,1.49,14,0.22,0,5.9,0
175020,0.5,6,0.09,0,0.9,0
175021,0.93,22,0.87,0.1,0,0.12
175022,2.22,15,0.4,0,0,0
175023,2.15,15,0.39,0,0,0
175024,2.6,15,0.45,0,0,0
175026,2.89,14,0.44,0,0,0
175027,3.52,25,1.12,0,0,0.24
175028,4.14,33,1.02,0,0,0
175029,2.7,54,0.97,0,0,0
175030,3.55,36,0.9,0,0,0
175031,3.28,27,0.94,0,0,0
175032,0.42,9,0.19,0,1.7,0.22
175033,0.76,19,0.63,0,0.2,0.3
175034,1.6,17,0.59,0,2,0.14
175035,5.51,12,0.38,0,0,0
175036,1.23,72,1.31,0,0,0
175037,3.63,22,0.53,0,0,0
175038,5.61,23,0.59,0,0,2.93
175039,2.31,19,0.68,0,0.4,0.25
175040,0,0,0,0,0,0
175041,3.72,2,0.42,0,0,0
175042,3.25,40,9.97,0,0.1,0.01
175043,2.17,54,7.94,0,0.3,0.07
175044,3.92,76,1.38,0,0,0
175045,0.54,15,0.48,0,0,0.01
175046,2.83,21,0.44,0,0,0.02
175047,1.7,15,0.62,0,0.4,0.18
175048,6.91,24,0.53,0,0,2.9
175049,3.56,29,0.88,0,0,0
175050,1.36,29,0.88,0,0,0
175051,1.36,29,0.88,0,0,0
175052,0.78,22,0.81,0,0.3,0.18
175053,0.6,13,0.39,0,0.1,0.14
175054,0.52,9,0.25,0,0,0.04
175055,0.48,10,0.27,0,0.2,0.1
175056,5.13,25,0.82,0,0,0.09
175057,5.4,27,0.77,0,0,0
175058,3.6,27,0.68,0,0,0
175059,4.4,62,1.6,0,0,0
175060,4.77,36,1.13,0,0,0.46
175061,0.75,15,0.54,0,3.9,0.09
175062,0.6,22,0.77,0,0.1,0.09
175063,2.5,21,0.7,0,0,0.04
175064,1.22,10,0.23,0,0,0.08
175065,0.38,16,0.3,0,0,0.03
175066,0.82,25,0.88,0,0.1,0.08
175067,2.5,105,1.4,0,0,0
175068,7.72,26,0.94,0,0,0
175069,3.42,44,0.28,0,3.8,0
175070,1.96,0,0,0,0,0
175071,2.63,0,0,0,0,0
175072,2.19,0,0,0,0,0
175073,4.68,0,0,0,0,0
175074,2.45,0,0,0,0,0
175075,2.4,0,0,0,0,0
175076,2.32,0,0,0,0,0
175077,12.57,0,0,0,0,0
175079,4.32,0,0,0,3.3,0
175080,3.81,0,0.26,0,0,0
175081,4.06,0,0.9,0,0.2,0.16
175082,1.99,0,0,0,0,0
175083,4.13,59,1.94,0,0,0
175084,4.9,48,1.23,0,0,0.02
175085,4.47,24,2.75,0,0,0
175086,3.82,24,2.9,0,1,3
175087,5.03,25,3.82,0,2,3.16
175088,0.75,139,0.98,0,0,0
175089,0.21,3,0.03,0,0,0
175090,0.02,1,0.01,0,0,0
175091,8.87,125,0.89,0,0,0
175092,0.39,17,0.27,0,0,0.09
175093,0.11,0,0.02,0,0,0
175094,0.8,11,0.7,0,19.7,0
175095,0.2,3,0.17,0,4.8,0
175096,0,1,0.01,0,0,0
175097,0.06,3,0.03,0,0,0
175098,0.13,2,0.16,0,0.2,0.08
175099,0.11,1,0.01,0,0,0
175100,0.26,34,0.12,0,189.7,0
175101,0.08,11,0.04,0,55.1,0
175102,0.11,13,0.36,0,0.8,0.31
175103,0,1,0,0,0,0
175104,0,0,0,0,0,0
175105,0.05,5,0.05,0,24,0
175106,0,0,0,0,0,0
175107,0,0,0,0,0,0
175108,0.09,0,0.01,0,0,0.91
175109,0.03,0,0,0,8.8,0
175110,0,1,0.01,0,0,0
175111,0,0,0.01,0,0,0
175112,0.24,9,0.07,0,0,0
175113,0.04,1,0.05,0,0,0
175114,4.96,208,3.44,0,0,2.78
175115,0.05,1,0.02,0,11.8,0
175116,1.1,32,0.99,4.2,0.7,13.67
175117,1.41,41,1.27,5.4,0.7,13.14
175118,1.22,8,0.53,2.8,0,4.27
175119,1.63,76,0.63,16.1,0.4,8.71
175120,1.57,97,0.94,0,0.4,19
175121,2.04,37,1.02,7.3,0.9,6.94
175122,1.78,32,0.56,0,1.6,15.6
175123,1.02,29,0.52,1.5,1.2,0.22
175124,1.41,33,0.88,0,1.2,0.25
175125,0.22,23,0.29,1.2,0,1.5
175126,0.27,27,0.35,1.4,0,1.72
175127,0.71,40,0.86,0,3.8,2.3
175128,1.3,30,0.62,0,0,2
175129,0.46,67,0.47,1,0,3.19
175130,0.22,16,0.31,0.2,0,1.63
175131,0.36,33,0.43,4.6,0,1.59
175132,0.6,20,1,12.1,16,10
175133,1.01,17,0.23,0,0,0.38
175134,1.28,55,0.32,0,0,1.5
175135,0.7,30,1,9.6,0,4.4
175136,0.56,31,0.41,9,1,4.17
175137,0.71,35,0.52,0,1,4.48
175138,0.38,27,0.39,10.9,0,4.15
175139,2.92,39,1.31,4.8,0,8.94
175140,2.3,34,1.4,4.8,1,9
175141,0.53,23,0.48,1.2,0,1.4
175142,0.29,41,0.4,5.6,0,0.3
175143,1.11,43,0.48,0,0,1.21
175144,0.46,32,0.39,0,0,2
175145,0.67,35,0.63,0,0,2.3
175146,0.9,30,1.65,0.8,0,3.44
175147,1.15,38,2.12,0,0,3.97
175148,0.9,45,0.54,12.9,0,2.5
175149,0.93,47,0.56,16.1,0,2.9
175150,1.3,30,0.75,0,0,2
175151,1.2,30,1.55,0,1,2
175152,0.31,33,0.53,0,0,2.5
175153,1.5,22,0.66,3.9,0.5,7.79
175154,0.7,31,1.08,0,2.4,4.45
175155,0.38,31,0.51,0,2,6.3
175156,1.25,34,0.82,0,1,1.9
175157,0.65,34,0.47,0,0,2.2
175158,0.97,33,0.48,2,0,1.17
175159,0.77,35,0.37,1.7,0,2.08
175160,1,19,0.56,0,2.2,1.2
175161,0.42,27,0.53,1.8,0,2.6
175162,0.09,30,0.78,0,0,2.03
175163,0.49,30,0.52,0,2.8,1.3
175164,0.59,49,5.95,0,7,9
175165,0.23,19,0.48,0.2,0,2.88
175166,0.28,23,0.58,0.3,0,2.78
175167,0.34,27,0.36,11,3.9,3.23
175168,0.34,30,0.43,13.1,3.7,2.8
175169,0.55,30,1.01,0,0.5,2.1
175170,1.11,33,1.48,0,0.5,3.1
175171,7.16,28,61.04,0,0,12.91
175172,5.78,33,37.92,0,4.7,16.2
175173,7.77,33,45.15,0,6,24.3
175174,0.57,30,0.67,19,0,0.4
175175,0.77,32,0.96,14.5,0,4.95
175176,0.56,27,0.33,3.1,0,1.58
175177,0.69,34,0.41,3.7,0,1.86
175178,0.16,35,0.43,0,0,0
175179,0.52,35,1.34,0,0,0
175180,0.51,39,1.64,0,0,0
175181,0.38,28,0.55,0,0,2.77
175182,1.19,27,2.28,0,0,0
175183,1.6,25,1.2,0,1.8,0
175184,1.73,28,1.87,0,2.3,0.34
175185,1.7,34,1.46,0,2,0
175186,8.7,160,2.2,0,0,0
175187,2.85,49,0.76,0,0,0
175188,1.9,35,0.54,0,2.7,0
175189,5,156,3.63,0,0,0
175190,5.47,189,2.31,0,5.3,0
175191,2.13,50,0.88,0,1.3,0
175192,1.57,51,0.65,0,1.3,0
175193,8.2,140,2.79,0,4.5,0
175194,2.94,45,1.07,0,1.2,0
175195,1.25,30,0.62,0,0.8,0
175196,8.7,138,2.66,0,4.5,0
175197,2.77,42,0.9,0,1.2,0
175198,2.3,65,0.96,0,0,0
175199,5.07,176,2.28,0,6.3,0
175200,2.09,50,0.98,0,0.8,0
175201,1.47,33,0.56,0,0.7,0
175202,10.44,190,3.67,0,0,0
175203,3.7,63,1.38,0,0,0
175204,2.99,51,1.12,0,0,0
175205,6.7,192,3.14,0,1.4,0
175206,1.23,27,0.69,0,0.1,0
175207,3.43,45,2,0,1.7,0
175208,9.95,333,6.11,0,1.5,0
175209,3.05,96,1.87,0,0.4,0
175210,5.1,283,9.3,0,0,0
175211,4.58,82,2.85,0,0,0
175212,0.4,16,0.37,0.9,0,0.39
175213,0.44,0,0,0,0,0
175214,0.3,10,0.37,0.8,0,0.37
175215,0.46,16,0,1.2,0,1.11
175216,0.35,10,0.1,1,0,0.23
175217,0.35,10,0.1,1,0,0.23
175218,0.44,16,0.25,1.2,0,1.23
175219,0.44,16,0.25,1.2,0,1.23
175220,0.44,16,0.25,1.2,0,1.23
175221,0.44,16,0.25,1.2,0,1.23
175222,0.44,16,0.25,1.2,0,1.23
175223,0.44,16,0.25,0,0,1.23
175224,0,0,0.37,0,0,0.37
175225,0.48,0,0,1.3,0,0
175226,0.85,0,0,0,17.6,0
175227,0,0,0,1.3,13.2,0
175228,0.64,0,0,0,17.6,0
175229,0.64,0,0,0,17.6,0
175230,0.64,0,0,0,17.6,0
175231,0,0,0,0,0,0
175232,0,0,0,0,0,0
175233,1.3,0,0,2.5,0,1.43
175234,1.7,0,0,2.5,0,0
175235,1.7,0,0,0,0,0
175236,1.3,0,0,0,0,0
175237,2.1,70,1.12,0,0,0
175238,1.9,35,0.54,0,2.7,0
175239,2.85,49,0.76,0,0,0
175240,2.09,50,1.14,0,0,0
175241,1.08,56,0.64,0,1.2,0
175242,2.94,45,1.07,0,1.2,0
175243,1.5,29,0.74,0,0.2,0
175244,2.77,42,0.9,0,1.2,0
175245,1.25,30,0.62,0,0.8,0
175246,2.84,68,1.09,0,0,0
175247,1.47,33,0.56,0,0.7,0
175248,2.48,74,1.06,0,1.8,0
175249,3.7,63,1.38,0,0,0
175250,1.23,27,0.69,0,0.1,0
175251,3.05,96,1.87,0,0.4,0
175252,2.51,53,1.29,0,0.4,0
175253,4.58,82,2.85,0,0,0
175254,3.33,36,1.27,0,1.5,0
175255,1.4,48,0.84,0,1,0
175256,1.75,63,0.83,0,1,0
175257,1.29,36,1,0,0.4,0
175258,1.52,176,3.28,0,0.8,0
175259,2.05,19,2.65,0.1,0,2.53
175260,1.43,22,2.66,0,0,1.25
175261,1.65,24,2.89,0,0,1.24
175262,1.01,17,2.91,0.2,0,1.86
175263,2.11,18,4.53,0,0,3.4
175264,1.12,20,3.57,0.2,0,2.3
175265,1.16,28,5.1,0,0,1.65
175266,0.6,5,0.54,0,0,0.43
175267,1,10,0.87,0,0,0.55
175268,0.79,26,2.3,0,0,1.04
175269,0.8,27,2.34,0,0,1.05
175270,1.32,30,4.03,0,0,1.19
175271,1.64,32,2.87,0,0,1.28
175272,0.87,32,3.38,0,0,1.51
175273,1.1,27,4.09,0,0,1.32
175274,0.85,26,3.24,0,0,1.31
175275,0.86,22,3.24,0,0,1.29
175276,1.41,25,5.57,0,0,1.45
175277,0.91,23,3.93,0,0,1.67
175278,1.42,27,6.59,0,0,1.84
175279,1.03,25,5.12,0,0,1.82
175280,0.9,24,4.06,0,0,1.68
175281,1.15,26,4.18,0,0,1.53
175282,1.02,26,3.34,0,0,1.42
175283,1.41,30,6.24,0,0,1.82
175284,1.16,27,4.32,0,0,1.57
175285,1,24,5.72,0,0,2.06
175286,0.78,24,2.55,0,0,1.27
175287,1.2,27,4.32,0,0,1.48
175288,0.92,26,3.35,0,0,1.42
175289,1.44,28,6.01,0,0,1.67
175290,1.37,31,2.51,1.3,0,2.28
175291,0.99,24,3.87,0,0,1.27
175292,3.19,27,1.28,0,0,0
175293,2.78,21,4.59,0,0,1.94
175294,6.9,25,0,0,2,0
175295,10,29,2.27,0,3,8.3
175296,2.32,0,4.86,0,7,2.42
175297,0,0,0,0,0,0
175298,1.12,27,3.01,0,0,0.7
175299,1.61,32,1.93,0,0,1.66
175300,2.12,33,2.54,0,0,1.75
175301,2.76,23,2.4,0,0,0
175302,3.63,24,3.16,0,0,0
175303,2.83,0,4,0,0,1.13
175304,3.73,0,5.27,0,0,1.19
321360,0.33,11.9,0.2,0,27.2,0
321505,0,0,0,0,0,0
323604,1.77,11.2,1.2,2.3,0,0
324860,1.73,169,2.54,0,0,0
325198,0.48,25.1,2.42,7.5,0,1.45
325871,3.36,26.9,0.88,0,0,0
328637,0.16,26.8,3.67,0,0,1.06
330137,0.07,10.7,0.53,0,0,0.7
331897,0.94,22.4,2.54,0.1,0,0.41
332791,0.31,12.4,0.09,0,0,0
332864,2.34,30.1,2.19,0,0,1.21
333008,2.28,32.4,0.62,0,0,0
333281,0.57,9.8,0.12,0,0,0
333476,0.22,16.1,0.31,0.2,0,1.63
334194,1.67,22.7,0.66,1.2,0,2.57
335245,6.58,164,3.29,0,0,0
335306,5.46,164,3.26,0,0,0
335419,5.29,180,3.31,0,0,0
335422,6.95,158,3.5,0,0,0
335425,4.7,158,3.71,0,0,0
335428,4.47,182,3.42,0,0,0
335433,5.87,179,3.36,0,0,0
335442,5.85,198,3.5,0,0,0
335695,5.4,170,3.43,0,0,0
335774,4.95,167,3.23,0,0,0
335777,6.27,178,3.82,0,0,0
335782,5.26,166,3.03,0,0,0
335785,7.29,178,3.23,0,0,0
335912,5.34,180,3.37,0,0,0
335927,4.93,182,3.54,0,0,0
335930,5.05,152,2.84,0,0,0
336067,5.48,176,3.45,0,0,0
746764,0.43,10.8,0.28,0,2.2,0
746771,0.33,10.7,0.11,0,59.1,0
746773,0.17,5.7,0.07,0,4.4,0
746952,0.86,20.3,1.76,0,0,0
747429,0.24,25,2.45,0,0,0
747693,0.43,13.5,0.16,0,0,0
748967,1.67,11.4,1.24,2.46,0,1.02
749420,1.28,36.5,3.56,0,0,0
789828,0.03,1.6,0.07,0,0,0
789890,5.62,26.7,0.72,0,0,0
789951,5.41,33.3,0.9,0,0,0
790018,1.18,36.1,1.15,0,0,0
790085,3.86,136,3.24,0,0,0
790146,5.55,35.9,1.06,0,0,0
790214,0.22,22.9,1.19,0,0,0
790276,4.44,30.1,0.62,0,0,0
790508,0.06,1.6,0.07,0.4,0,0
790577,0.24,11.4,0.17,0,8.1,0
790646,0.28,9,0.2,0,8.2,0
790774,0,0,0,0,9.7,0
790991,0,28,0.16,0,12.3,0
1104705,7.34,313,4.44,0,0,0
1104766,9.51,254,3.75,0,0,0
1104812,1.5,124,1.91,0,0,0
1104867,0.34,21.2,1.34,0,0,0
1104913,0.87,22.4,0.74,0,0,0
1104962,0.15,9.3,0.12,0,0,0
1105430,0,4.7,0.02,0,0,0
1105547,0,4.2,0.02,0,0,0
1105664,0.07,5.1,0.02,0,0,0
1105781,0.06,5,0.02,0,0,0
1105897,0.02,4.7,0.02,0,0,0
1750337,0.5416,21.54,0.3118,0.681,0,0.3931
